c1,c2,c3,c4
0.2525,0.2525,0.2475,0.2475
0.2525,0.2525,0.2475,0.2475
0.2525,0.255,0.2475,0.245
0.2525,0.2575,0.245,0.245
0.2525,0.2575,0.2425,0.2475
0.25,0.2575,0.245,0.2475
0.2525,0.2575,0.2425,0.2475
0.2525,0.2575,0.2425,0.2475
0.2525,0.26,0.2425,0.245
0.255,0.26,0.24,0.245
0.2525,0.26,0.24,0.2475
0.2525,0.26,0.24,0.2475
0.2525,0.26,0.24,0.2475
0.2525,0.26,0.2425,0.245
0.25,0.26,0.2425,0.2475
0.25,0.2575,0.245,0.2475
0.2475,0.26,0.245,0.2475
0.245,0.26,0.2475,0.2475
0.2475,0.2575,0.2475,0.2475
0.2475,0.26,0.2475,0.245
0.2475,0.26,0.2475,0.245
0.245,0.2625,0.2475,0.245
0.245,0.26,0.25,0.245
0.245,0.26,0.25,0.245
0.245,0.2575,0.25,0.2475
0.2475,0.255,0.25,0.2475
0.2475,0.255,0.2525,0.245
0.25,0.255,0.25,0.245
0.25,0.255,0.25,0.245
0.25,0.2575,0.2475,0.245
0.25,0.26,0.2475,0.2425
0.25,0.2575,0.25,0.2425
0.25,0.2575,0.2475,0.245
0.2525,0.255,0.2475,0.245
0.2525,0.2525,0.2475,0.2475
0.2525,0.255,0.245,0.2475
0.2525,0.255,0.245,0.2475
0.2525,0.2525,0.2475,0.2475
0.2525,0.2525,0.245,0.25
0.255,0.2525,0.245,0.2475
0.255,0.2525,0.245,0.2475
0.2525,0.2525,0.2475,0.2475
0.25,0.2525,0.25,0.2475
0.2525,0.2525,0.25,0.245
0.25,0.255,0.25,0.245
0.25,0.2575,0.25,0.2425
0.25,0.255,0.25,0.245
0.25,0.255,0.25,0.245
0.25,0.255,0.25,0.245
0.2525,0.255,0.2475,0.245
0.2525,0.255,0.2475,0.245
0.2525,0.2525,0.2475,0.2475
0.2525,0.2525,0.2475,0.2475
0.25,0.255,0.2475,0.2475
0.2525,0.255,0.245,0.2475
0.2525,0.2525,0.245,0.25
0.2525,0.2525,0.2425,0.2525
0.2525,0.255,0.2425,0.25
0.2525,0.255,0.2425,0.25
0.25,0.255,0.245,0.25
0.25,0.255,0.245,0.25
0.25,0.255,0.245,0.25
0.2475,0.255,0.2475,0.25
0.2475,0.255,0.2475,0.25
0.25,0.255,0.245,0.25
0.25,0.2575,0.2425,0.25
0.25,0.2575,0.2425,0.25
0.25,0.2575,0.2425,0.25
0.2475,0.2575,0.2425,0.2525
0.2475,0.26,0.24,0.2525
0.2475,0.26,0.2425,0.25
0.245,0.26,0.245,0.25
0.245,0.26,0.245,0.25
0.245,0.2575,0.2475,0.25
0.245,0.2575,0.2475,0.25
0.245,0.2575,0.245,0.2525
0.2475,0.255,0.245,0.2525
0.2475,0.255,0.245,0.2525
0.2475,0.2525,0.245,0.255
0.25,0.25,0.245,0.255
0.2525,0.25,0.245,0.2525
0.2525,0.25,0.245,0.2525
0.255,0.2475,0.245,0.2525
0.2575,0.245,0.245,0.2525
0.2575,0.245,0.245,0.2525
0.255,0.245,0.2475,0.2525
0.2525,0.245,0.2475,0.255
0.25,0.245,0.2475,0.2575
0.25,0.2475,0.245,0.2575
0.25,0.25,0.2425,0.2575
0.25,0.2475,0.2425,0.26
0.25,0.245,0.2425,0.2625
0.2525,0.245,0.2425,0.26
0.25,0.245,0.245,0.26
0.2475,0.2475,0.245,0.26
0.245,0.2475,0.245,0.2625
0.2425,0.2475,0.245,0.265
0.2425,0.2475,0.2425,0.2675
0.2425,0.245,0.2425,0.27
0.2425,0.2475,0.2425,0.2675
0.2425,0.2475,0.245,0.265
0.245,0.245,0.245,0.265
0.245,0.245,0.245,0.265
0.2475,0.2425,0.245,0.265
0.2475,0.245,0.245,0.2625
0.2475,0.245,0.2475,0.26
0.2475,0.2425,0.2475,0.2625
0.25,0.2425,0.245,0.2625
0.2475,0.2425,0.245,0.265
0.25,0.2425,0.245,0.2625
0.25,0.2425,0.245,0.2625
0.2525,0.24,0.245,0.2625
0.2525,0.2425,0.2425,0.2625
0.2525,0.2425,0.245,0.26
0.2525,0.24,0.245,0.2625
0.2525,0.24,0.245,0.2625
0.2525,0.2375,0.245,0.265
0.25,0.2375,0.245,0.2675
0.2475,0.24,0.245,0.2675
0.2475,0.24,0.245,0.2675
0.2475,0.24,0.245,0.2675
0.2475,0.2375,0.2475,0.2675
0.2475,0.2375,0.25,0.265
0.25,0.235,0.25,0.265
0.25,0.235,0.25,0.265
0.2525,0.2325,0.25,0.265
0.2525,0.2325,0.2525,0.2625
0.2525,0.2325,0.2525,0.2625
0.255,0.2325,0.2525,0.26
0.255,0.235,0.2525,0.2575
0.255,0.2375,0.2525,0.255
0.2575,0.2375,0.25,0.255
0.2575,0.2375,0.2475,0.2575
0.255,0.24,0.2475,0.2575
0.255,0.24,0.2475,0.2575
0.255,0.24,0.2475,0.2575
0.255,0.2425,0.2475,0.255
0.255,0.2425,0.245,0.2575
0.2525,0.2425,0.2475,0.2575
0.2525,0.245,0.245,0.2575
0.2525,0.245,0.245,0.2575
0.2525,0.245,0.245,0.2575
0.25,0.2475,0.245,0.2575
0.25,0.25,0.2425,0.2575
0.2525,0.25,0.2425,0.255
0.255,0.25,0.2425,0.2525
0.255,0.25,0.24,0.255
0.255,0.2475,0.24,0.2575
0.255,0.2475,0.24,0.2575
0.2525,0.2475,0.24,0.26
0.2525,0.2475,0.24,0.26
0.25,0.25,0.24,0.26
0.25,0.25,0.24,0.26
0.2525,0.2475,0.24,0.26
0.2525,0.25,0.24,0.2575
0.2525,0.25,0.24,0.2575
0.2525,0.25,0.24,0.2575
0.2525,0.25,0.24,0.2575
0.2525,0.25,0.24,0.2575
0.25,0.25,0.24,0.26
0.2475,0.25,0.24,0.2625
0.245,0.25,0.2425,0.2625
0.2475,0.25,0.24,0.2625
0.25,0.25,0.2375,0.2625
0.2475,0.25,0.2375,0.265
0.2475,0.25,0.2375,0.265
0.2475,0.25,0.2375,0.265
0.25,0.25,0.235,0.265
0.25,0.2525,0.235,0.2625
0.25,0.255,0.2325,0.2625
0.2525,0.255,0.23,0.2625
0.2525,0.255,0.23,0.2625
0.2525,0.255,0.23,0.2625
0.2525,0.2575,0.23,0.26
0.2525,0.26,0.2275,0.26
0.2525,0.2575,0.2275,0.2625
0.2525,0.2575,0.2275,0.2625
0.2525,0.2575,0.225,0.265
0.255,0.2575,0.2225,0.265
0.255,0.2575,0.22,0.2675
0.2575,0.255,0.22,0.2675
0.26,0.2525,0.22,0.2675
0.26,0.2525,0.22,0.2675
0.26,0.255,0.22,0.265
0.2575,0.2575,0.22,0.265
0.255,0.2575,0.22,0.2675
0.255,0.26,0.22,0.265
0.2525,0.26,0.2225,0.265
0.25,0.2625,0.2225,0.265
0.2475,0.265,0.2225,0.265
0.2475,0.265,0.2225,0.265
0.2475,0.265,0.225,0.2625
0.2475,0.265,0.2225,0.265
0.2475,0.265,0.225,0.2625
0.245,0.2675,0.225,0.2625
0.245,0.27,0.225,0.26
0.2425,0.27,0.225,0.2625
0.245,0.27,0.2225,0.2625
0.2425,0.27,0.2225,0.265
0.2425,0.27,0.2225,0.265
0.2425,0.27,0.22,0.2675
0.245,0.27,0.22,0.265
0.245,0.27,0.22,0.265
0.245,0.27,0.22,0.265
0.2475,0.27,0.22,0.2625
0.2475,0.27,0.22,0.2625
0.2475,0.2675,0.2225,0.2625
0.2475,0.2675,0.2225,0.2625
0.2475,0.2675,0.2225,0.2625
0.2475,0.2675,0.2225,0.2625
0.2475,0.2675,0.2225,0.2625
0.25,0.2675,0.22,0.2625
0.25,0.27,0.2175,0.2625
0.2475,0.2725,0.2175,0.2625
0.2475,0.2725,0.2175,0.2625
0.2475,0.2725,0.2175,0.2625
0.2475,0.275,0.215,0.2625
0.2475,0.2725,0.215,0.265
0.2475,0.275,0.2125,0.265
0.2475,0.2725,0.2125,0.2675
0.2475,0.27,0.2125,0.27
0.2475,0.27,0.215,0.2675
0.2475,0.2675,0.2175,0.2675
0.25,0.265,0.2175,0.2675
0.25,0.265,0.2175,0.2675
0.25,0.265,0.22,0.265
0.2525,0.265,0.2175,0.265
0.2525,0.265,0.2175,0.265
0.2525,0.265,0.2175,0.265
0.2525,0.2625,0.22,0.265
0.2525,0.2625,0.2175,0.2675
0.2525,0.26,0.2175,0.27
0.25,0.26,0.2175,0.2725
0.25,0.2575,0.2175,0.275
0.25,0.255,0.2175,0.2775
0.25,0.255,0.2175,0.2775
0.25,0.2525,0.2175,0.28
0.25,0.2525,0.2175,0.28
0.25,0.2525,0.2175,0.28
0.2525,0.2525,0.2175,0.2775
0.2525,0.25,0.2175,0.28
0.25,0.25,0.2175,0.2825
0.2475,0.25,0.2175,0.285
0.2475,0.2475,0.2175,0.2875
0.25,0.2475,0.215,0.2875
0.25,0.2475,0.215,0.2875
0.25,0.245,0.215,0.29
0.25,0.2475,0.2125,0.29
0.2525,0.2475,0.21,0.29
0.2525,0.2475,0.21,0.29
0.2525,0.2475,0.21,0.29
0.255,0.2475,0.21,0.2875
0.255,0.25,0.2075,0.2875
0.2525,0.25,0.2075,0.29
0.2525,0.25,0.205,0.2925
0.2525,0.2525,0.2025,0.2925
0.2525,0.2525,0.2,0.295
0.255,0.25,0.2,0.295
0.255,0.2475,0.2025,0.295
0.2525,0.2475,0.2025,0.2975
0.2525,0.2475,0.2025,0.2975
0.25,0.25,0.2025,0.2975
0.25,0.2525,0.2025,0.295
0.2475,0.2525,0.205,0.295
0.2475,0.255,0.205,0.2925
0.25,0.2525,0.205,0.2925
0.25,0.2525,0.205,0.2925
0.25,0.2525,0.205,0.2925
0.25,0.2525,0.205,0.2925
0.2525,0.2525,0.205,0.29
0.2525,0.25,0.205,0.2925
0.25,0.25,0.205,0.295
0.25,0.25,0.205,0.295
0.2525,0.2475,0.205,0.295
0.2525,0.245,0.2075,0.295
0.25,0.245,0.2075,0.2975
0.25,0.2475,0.2075,0.295
0.2525,0.2475,0.205,0.295
0.255,0.2475,0.205,0.2925
0.255,0.2475,0.2025,0.295
0.255,0.245,0.2025,0.2975
0.255,0.245,0.2025,0.2975
0.2575,0.2425,0.2025,0.2975
0.2575,0.2425,0.2,0.3
0.2575,0.2425,0.2025,0.2975
0.26,0.24,0.2025,0.2975
0.2625,0.2375,0.2025,0.2975
0.2625,0.2375,0.2,0.3
0.2625,0.235,0.2025,0.3
0.2625,0.235,0.2025,0.3
0.2625,0.235,0.2025,0.3
0.2625,0.2325,0.2025,0.3025
0.2625,0.235,0.2025,0.3
0.26,0.235,0.2025,0.3025
0.2625,0.235,0.2025,0.3
0.2625,0.235,0.2025,0.3
0.2625,0.235,0.2025,0.3
0.265,0.235,0.2025,0.2975
0.2625,0.235,0.2025,0.3
0.26,0.235,0.205,0.3
0.26,0.235,0.205,0.3
0.26,0.235,0.2075,0.2975
0.2625,0.235,0.2075,0.295
0.26,0.2375,0.2075,0.295
0.2625,0.2375,0.2075,0.2925
0.2625,0.235,0.21,0.2925
0.265,0.235,0.21,0.29
0.2675,0.2325,0.21,0.29
0.2675,0.2325,0.21,0.29
0.2675,0.23,0.21,0.2925
0.27,0.23,0.2075,0.2925
0.2725,0.23,0.2075,0.29
0.2725,0.2325,0.205,0.29
0.27,0.2325,0.205,0.2925
0.27,0.235,0.205,0.29
0.2675,0.235,0.205,0.2925
0.265,0.2375,0.205,0.2925
0.2675,0.2375,0.205,0.29
0.2675,0.2375,0.2075,0.2875
0.27,0.235,0.2075,0.2875
0.2675,0.235,0.21,0.2875
0.265,0.235,0.21,0.29
0.2625,0.2375,0.21,0.29
0.2625,0.2375,0.2125,0.2875
0.2625,0.235,0.215,0.2875
0.26,0.235,0.2175,0.2875
0.26,0.235,0.2175,0.2875
0.26,0.235,0.2175,0.2875
0.2575,0.235,0.2175,0.29
0.26,0.235,0.2175,0.2875
0.26,0.235,0.2175,0.2875
0.26,0.235,0.2175,0.2875
0.2625,0.2325,0.2175,0.2875
0.26,0.2325,0.22,0.2875
0.2625,0.2325,0.2175,0.2875
0.26,0.2325,0.22,0.2875
0.26,0.235,0.22,0.285
0.26,0.2375,0.22,0.2825
0.2575,0.24,0.22,0.2825
0.26,0.24,0.2175,0.2825
0.26,0.2425,0.2175,0.28
0.26,0.2425,0.2175,0.28
0.26,0.245,0.2175,0.2775
0.26,0.2425,0.22,0.2775
0.2575,0.2425,0.2225,0.2775
0.255,0.245,0.2225,0.2775
0.255,0.245,0.2225,0.2775
0.2575,0.2425,0.2225,0.2775
0.26,0.2425,0.22,0.2775
0.2625,0.2425,0.2175,0.2775
0.2625,0.24,0.2175,0.28
0.26,0.24,0.22,0.28
0.26,0.24,0.2175,0.2825
0.26,0.24,0.2175,0.2825
0.26,0.24,0.2175,0.2825
0.2625,0.2375,0.2175,0.2825
0.2625,0.235,0.2175,0.285
0.2625,0.2325,0.22,0.285
0.2625,0.2325,0.2225,0.2825
0.2625,0.23,0.225,0.2825
0.2625,0.23,0.225,0.2825
0.2625,0.2275,0.2275,0.2825
0.265,0.2275,0.2275,0.28
0.265,0.2275,0.2275,0.28
0.265,0.2275,0.2275,0.28
0.265,0.2275,0.225,0.2825
0.265,0.2275,0.225,0.2825
0.265,0.23,0.2225,0.2825
0.2625,0.23,0.225,0.2825
0.2625,0.2275,0.225,0.285
0.26,0.2275,0.2275,0.285
0.2625,0.2275,0.2275,0.2825
0.26,0.23,0.2275,0.2825
0.26,0.23,0.225,0.285
0.2625,0.23,0.225,0.2825
0.26,0.23,0.225,0.285
0.2575,0.23,0.225,0.2875
0.26,0.23,0.2225,0.2875
0.2575,0.2325,0.2225,0.2875
0.2575,0.235,0.2225,0.285
0.2575,0.2375,0.2225,0.2825
0.2575,0.2375,0.2225,0.2825
0.2575,0.2375,0.22,0.285
0.2575,0.2375,0.22,0.285
0.2575,0.2375,0.22,0.285
0.2575,0.235,0.2225,0.285
0.255,0.235,0.225,0.285
0.255,0.2325,0.225,0.2875
0.255,0.2325,0.225,0.2875
0.255,0.2325,0.225,0.2875
0.2525,0.235,0.225,0.2875
0.2525,0.235,0.2275,0.285
0.255,0.235,0.225,0.285
0.2575,0.2325,0.225,0.285
0.2575,0.2325,0.225,0.285
0.2575,0.235,0.225,0.2825
0.2575,0.235,0.225,0.2825
0.2575,0.2325,0.225,0.285
0.255,0.2325,0.2275,0.285
0.2525,0.235,0.2275,0.285
0.2525,0.2375,0.2275,0.2825
0.2525,0.24,0.225,0.2825
0.2525,0.24,0.225,0.2825
0.25,0.2425,0.225,0.2825
0.2475,0.245,0.225,0.2825
0.2475,0.245,0.2225,0.285
0.245,0.245,0.2225,0.2875
0.245,0.245,0.225,0.285
0.2425,0.2475,0.225,0.285
0.2425,0.25,0.225,0.2825
0.2425,0.25,0.2275,0.28
0.2425,0.25,0.2275,0.28
0.2425,0.2475,0.2275,0.2825
0.24,0.2475,0.2275,0.285
0.24,0.25,0.225,0.285
0.24,0.2525,0.2225,0.285
0.2375,0.2525,0.2225,0.2875
0.2375,0.2525,0.2225,0.2875
0.2375,0.2525,0.2225,0.2875
0.235,0.255,0.2225,0.2875
0.2375,0.255,0.22,0.2875
0.2375,0.2575,0.22,0.285
0.2375,0.255,0.22,0.2875
0.235,0.255,0.22,0.29
0.235,0.2575,0.2175,0.29
0.235,0.2575,0.2175,0.29
0.235,0.26,0.2175,0.2875
0.2375,0.2575,0.2175,0.2875
0.2375,0.26,0.2175,0.285
0.2375,0.26,0.2175,0.285
0.2375,0.2575,0.2175,0.2875
0.2375,0.2575,0.215,0.29
0.235,0.2575,0.215,0.2925
0.2325,0.2575,0.215,0.295
0.2325,0.2575,0.215,0.295
0.23,0.26,0.215,0.295
0.2325,0.2575,0.215,0.295
0.2325,0.2575,0.215,0.295
0.23,0.2575,0.215,0.2975
0.23,0.2575,0.215,0.2975
0.23,0.2575,0.215,0.2975
0.2275,0.2575,0.215,0.3
0.23,0.255,0.215,0.3
0.23,0.255,0.215,0.3
0.23,0.255,0.215,0.3
0.2325,0.255,0.215,0.2975
0.23,0.255,0.215,0.3
0.2325,0.255,0.215,0.2975
0.23,0.255,0.215,0.3
0.23,0.255,0.2125,0.3025
0.23,0.255,0.2125,0.3025
0.23,0.255,0.2125,0.3025
0.23,0.255,0.21,0.305
0.23,0.2525,0.2125,0.305
0.2325,0.25,0.2125,0.305
0.2325,0.25,0.215,0.3025
0.235,0.25,0.2125,0.3025
0.2375,0.25,0.21,0.3025
0.2375,0.2475,0.21,0.305
0.2375,0.245,0.2125,0.305
0.2375,0.245,0.21,0.3075
0.235,0.245,0.21,0.31
0.235,0.245,0.2075,0.3125
0.235,0.2475,0.2075,0.31
0.235,0.2475,0.205,0.3125
0.235,0.2475,0.205,0.3125
0.2375,0.245,0.205,0.3125
0.2375,0.245,0.2075,0.31
0.2375,0.245,0.21,0.3075
0.2375,0.2425,0.2125,0.3075
0.2375,0.2425,0.2125,0.3075
0.24,0.2425,0.21,0.3075
0.2375,0.245,0.21,0.3075
0.235,0.245,0.21,0.31
0.2375,0.2425,0.21,0.31
0.2375,0.2425,0.21,0.31
0.2375,0.2425,0.21,0.31
0.2375,0.245,0.21,0.3075
0.2375,0.245,0.21,0.3075
0.2375,0.245,0.2075,0.31
0.2375,0.245,0.2075,0.31
0.235,0.2475,0.2075,0.31
0.2325,0.25,0.2075,0.31
0.2325,0.25,0.2075,0.31
0.2325,0.2525,0.205,0.31
0.2325,0.255,0.2025,0.31
0.235,0.2525,0.2025,0.31
0.235,0.25,0.205,0.31
0.2375,0.2475,0.205,0.31
0.235,0.25,0.205,0.31
0.235,0.2525,0.205,0.3075
0.235,0.2525,0.205,0.3075
0.235,0.2525,0.205,0.3075
0.235,0.2525,0.205,0.3075
0.2375,0.2525,0.205,0.305
0.24,0.2525,0.205,0.3025
0.24,0.2525,0.205,0.3025
0.24,0.255,0.205,0.3
0.2425,0.2525,0.205,0.3
0.24,0.2525,0.205,0.3025
0.2425,0.2525,0.205,0.3
0.2425,0.2525,0.205,0.3
0.2425,0.2525,0.205,0.3
0.245,0.2525,0.2025,0.3
0.245,0.2525,0.2025,0.3
0.245,0.2525,0.2025,0.3
0.245,0.2525,0.2025,0.3
0.245,0.25,0.2025,0.3025
0.245,0.2525,0.2,0.3025
0.2475,0.2525,0.2,0.3
0.2475,0.2525,0.1975,0.3025
0.2475,0.2525,0.2,0.3
0.25,0.25,0.2,0.3
0.25,0.25,0.2025,0.2975
0.25,0.25,0.2025,0.2975
0.25,0.2475,0.2025,0.3
0.25,0.2475,0.2025,0.3
0.2475,0.25,0.2025,0.3
0.245,0.2525,0.2025,0.3
0.2425,0.2525,0.2025,0.3025
0.2425,0.2525,0.2,0.305
0.245,0.25,0.2,0.305
0.245,0.25,0.1975,0.3075
0.245,0.2525,0.1975,0.305
0.2425,0.2525,0.1975,0.3075
0.2425,0.2525,0.1975,0.3075
0.245,0.2525,0.195,0.3075
0.2475,0.2525,0.195,0.305
0.2475,0.2525,0.1975,0.3025
0.2475,0.2525,0.2,0.3
0.25,0.25,0.2,0.3
0.25,0.25,0.1975,0.3025
0.2525,0.25,0.1975,0.3
0.25,0.2525,0.1975,0.3
0.2525,0.25,0.1975,0.3
0.2525,0.25,0.2,0.2975
0.25,0.25,0.2025,0.2975
0.25,0.25,0.205,0.295
0.25,0.2525,0.2025,0.295
0.25,0.255,0.2025,0.2925
0.25,0.2525,0.2025,0.295
0.2475,0.2525,0.205,0.295
0.2475,0.255,0.205,0.2925
0.2475,0.2525,0.2075,0.2925
0.2475,0.255,0.2075,0.29
0.2475,0.255,0.2075,0.29
0.25,0.255,0.2075,0.2875
0.25,0.2525,0.21,0.2875
0.25,0.2525,0.21,0.2875
0.25,0.2525,0.21,0.2875
0.25,0.2525,0.2075,0.29
0.25,0.25,0.2075,0.2925
0.25,0.25,0.2075,0.2925
0.2475,0.25,0.2075,0.295
0.2475,0.2525,0.2075,0.2925
0.2475,0.25,0.2075,0.295
0.2475,0.25,0.2075,0.295
0.25,0.25,0.2075,0.2925
0.2525,0.2475,0.2075,0.2925
0.2525,0.245,0.2075,0.295
0.25,0.245,0.2075,0.2975
0.2525,0.2425,0.2075,0.2975
0.25,0.2425,0.21,0.2975
0.25,0.24,0.21,0.3
0.25,0.24,0.2125,0.2975
0.25,0.2425,0.2125,0.295
0.25,0.24,0.2125,0.2975
0.2525,0.24,0.21,0.2975
0.2525,0.24,0.21,0.2975
0.2525,0.2375,0.21,0.3
0.25,0.2375,0.21,0.3025
0.2525,0.2375,0.21,0.3
0.255,0.2375,0.21,0.2975
0.255,0.2375,0.2125,0.295
0.2525,0.2375,0.215,0.295
0.25,0.2375,0.215,0.2975
0.25,0.2375,0.215,0.2975
0.25,0.235,0.215,0.3
0.25,0.235,0.215,0.3
0.2475,0.2375,0.215,0.3
0.2475,0.2375,0.215,0.3
0.2475,0.2375,0.215,0.3
0.245,0.24,0.215,0.3
0.245,0.24,0.2125,0.3025
0.2475,0.24,0.21,0.3025
0.25,0.24,0.21,0.3
0.25,0.24,0.21,0.3
0.25,0.24,0.21,0.3
0.25,0.24,0.2125,0.2975
0.2525,0.2375,0.2125,0.2975
0.2525,0.235,0.215,0.2975
0.25,0.235,0.215,0.3
0.25,0.2325,0.2175,0.3
0.2525,0.2325,0.215,0.3
0.2525,0.2325,0.215,0.3
0.25,0.2325,0.2175,0.3
0.25,0.23,0.22,0.3
0.25,0.23,0.2175,0.3025
0.2475,0.23,0.2175,0.305
0.2475,0.23,0.2175,0.305
0.2475,0.23,0.215,0.3075
0.2475,0.23,0.215,0.3075
0.2475,0.2325,0.2125,0.3075
0.2475,0.23,0.2125,0.31
0.25,0.23,0.21,0.31
0.2475,0.2325,0.21,0.31
0.2475,0.2325,0.2075,0.3125
0.2475,0.2325,0.21,0.31
0.2475,0.23,0.21,0.3125
0.245,0.2325,0.21,0.3125
0.2475,0.2325,0.21,0.31
0.2475,0.235,0.21,0.3075
0.245,0.235,0.21,0.31
0.245,0.2375,0.2075,0.31
0.245,0.2375,0.2075,0.31
0.245,0.235,0.2075,0.3125
0.245,0.2325,0.2075,0.315
0.245,0.2325,0.2075,0.315
0.245,0.235,0.205,0.315
0.2475,0.235,0.205,0.3125
0.245,0.2375,0.205,0.3125
0.245,0.235,0.205,0.315
0.2425,0.235,0.2075,0.315
0.2425,0.235,0.205,0.3175
0.2425,0.235,0.205,0.3175
0.2425,0.235,0.205,0.3175
0.245,0.235,0.2025,0.3175
0.245,0.2325,0.2025,0.32
0.245,0.2325,0.205,0.3175
0.2425,0.2325,0.2075,0.3175
0.2425,0.2325,0.21,0.315
0.2425,0.2325,0.2075,0.3175
0.24,0.2325,0.21,0.3175
0.24,0.235,0.21,0.315
0.24,0.235,0.21,0.315
0.24,0.235,0.21,0.315
0.24,0.235,0.21,0.315
0.24,0.235,0.21,0.315
0.24,0.2325,0.2125,0.315
0.24,0.2325,0.215,0.3125
0.2375,0.2325,0.2175,0.3125
0.2375,0.2325,0.22,0.31
0.24,0.2325,0.2175,0.31
0.24,0.2325,0.2175,0.31
0.24,0.2325,0.215,0.3125
0.24,0.235,0.215,0.31
0.24,0.2375,0.215,0.3075
0.24,0.2375,0.215,0.3075
0.24,0.24,0.215,0.305
0.24,0.24,0.215,0.305
0.24,0.2425,0.215,0.3025
0.24,0.24,0.2175,0.3025
0.24,0.24,0.2175,0.3025
0.2375,0.24,0.22,0.3025
0.2375,0.2375,0.22,0.305
0.235,0.24,0.22,0.305
0.235,0.24,0.2225,0.3025
0.235,0.2425,0.22,0.3025
0.235,0.2425,0.22,0.3025
0.2375,0.24,0.22,0.3025
0.24,0.24,0.22,0.3
0.2375,0.2425,0.22,0.3
0.2375,0.24,0.2225,0.3
0.235,0.24,0.2225,0.3025
0.2325,0.24,0.225,0.3025
0.2325,0.24,0.225,0.3025
0.2325,0.24,0.2225,0.305
0.2325,0.24,0.22,0.3075
0.235,0.24,0.22,0.305
0.2325,0.2425,0.22,0.305
0.2325,0.245,0.2175,0.305
0.2325,0.245,0.2175,0.305
0.235,0.245,0.215,0.305
0.235,0.245,0.2175,0.3025
0.235,0.245,0.215,0.305
0.235,0.245,0.215,0.305
0.2375,0.2425,0.215,0.305
0.2375,0.2425,0.215,0.305
0.2375,0.24,0.215,0.3075
0.2375,0.24,0.215,0.3075
0.235,0.24,0.2175,0.3075
0.235,0.24,0.215,0.31
0.235,0.2375,0.2175,0.31
0.235,0.24,0.2175,0.3075
0.235,0.2425,0.2175,0.305
0.235,0.24,0.2175,0.3075
0.2375,0.2375,0.2175,0.3075
0.2375,0.235,0.2175,0.31
0.2375,0.235,0.2175,0.31
0.2375,0.235,0.22,0.3075
0.24,0.235,0.2175,0.3075
0.24,0.235,0.215,0.31
0.24,0.235,0.215,0.31
0.24,0.2325,0.2175,0.31
0.2425,0.2325,0.2175,0.3075
0.245,0.2325,0.2175,0.305
0.2425,0.235,0.2175,0.305
0.2425,0.235,0.2175,0.305
0.2425,0.2375,0.2175,0.3025
0.24,0.2375,0.22,0.3025
0.24,0.2375,0.22,0.3025
0.2425,0.2375,0.2175,0.3025
0.24,0.24,0.2175,0.3025
0.2375,0.2425,0.2175,0.3025
0.2375,0.245,0.2175,0.3
0.2375,0.2425,0.22,0.3
0.2375,0.24,0.2225,0.3
0.2375,0.24,0.22,0.3025
0.2375,0.2375,0.2225,0.3025
0.2375,0.2375,0.225,0.3
0.2375,0.2375,0.225,0.3
0.235,0.24,0.225,0.3
0.235,0.2425,0.2225,0.3
0.235,0.2425,0.2225,0.3
0.235,0.245,0.22,0.3
0.2375,0.245,0.2175,0.3
0.24,0.245,0.2175,0.2975
0.24,0.245,0.2175,0.2975
0.24,0.2475,0.2175,0.295
0.24,0.2475,0.2175,0.295
0.2375,0.2475,0.2175,0.2975
0.2375,0.25,0.215,0.2975
0.2375,0.25,0.215,0.2975
0.2375,0.25,0.2175,0.295
0.2375,0.2525,0.2175,0.2925
0.235,0.255,0.2175,0.2925
0.235,0.2575,0.2175,0.29
0.2375,0.255,0.2175,0.29
0.235,0.2575,0.2175,0.29
0.2325,0.2575,0.22,0.29
0.2325,0.2575,0.2225,0.2875
0.2325,0.2575,0.2225,0.2875
0.2325,0.2575,0.22,0.29
0.2325,0.26,0.22,0.2875
0.235,0.2575,0.22,0.2875
0.235,0.255,0.2225,0.2875
0.235,0.255,0.22,0.29
0.2375,0.255,0.22,0.2875
0.235,0.255,0.2225,0.2875
0.235,0.255,0.2225,0.2875
0.2375,0.255,0.2225,0.285
0.2375,0.255,0.2225,0.285
0.235,0.2575,0.2225,0.285
0.235,0.2575,0.2225,0.285
0.235,0.2575,0.2225,0.285
0.235,0.2575,0.2225,0.285
0.235,0.2575,0.225,0.2825
0.235,0.2575,0.2225,0.285
0.235,0.2575,0.2225,0.285
0.235,0.2575,0.2225,0.285
0.2325,0.2575,0.2225,0.2875
0.2325,0.255,0.2225,0.29
0.23,0.255,0.225,0.29
0.2325,0.2525,0.225,0.29
0.23,0.255,0.225,0.29
0.23,0.2575,0.2225,0.29
0.23,0.2575,0.2225,0.29
0.23,0.255,0.225,0.29
0.23,0.2525,0.2275,0.29
0.23,0.2525,0.225,0.2925
0.23,0.2525,0.2275,0.29
0.2325,0.2525,0.2275,0.2875
0.2325,0.2525,0.2275,0.2875
0.2325,0.2525,0.23,0.285
0.2325,0.2525,0.2325,0.2825
0.23,0.2525,0.2325,0.285
0.2275,0.2525,0.2325,0.2875
0.2275,0.2525,0.2325,0.2875
0.2275,0.25,0.2325,0.29
0.2275,0.2475,0.2325,0.2925
0.2275,0.245,0.2325,0.295
0.2275,0.245,0.2325,0.295
0.225,0.245,0.2325,0.2975
0.2225,0.2475,0.2325,0.2975
0.2225,0.245,0.235,0.2975
0.2225,0.245,0.235,0.2975
0.22,0.2475,0.235,0.2975
