c1,c2,c3,c4
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.885,0.0,0.0,0.115
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8825,0.0,0.0,0.1175
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.8775,0.0,0.0,0.1225
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.87,0.0,0.0,0.13
0.8675,0.0,0.0,0.1325
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8675,0.0,0.0,0.1325
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.8575,0.0,0.0,0.1425
0.8575,0.0,0.0,0.1425
0.8575,0.0,0.0,0.1425
0.8575,0.0,0.0,0.1425
0.8575,0.0,0.0,0.1425
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.86,0.0,0.0,0.14
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8675,0.0,0.0,0.1325
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8675,0.0,0.0,0.1325
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.865,0.0,0.0,0.135
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.8625,0.0,0.0,0.1375
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.865,0.0,0.0,0.135
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.8675,0.0,0.0,0.1325
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.87,0.0,0.0,0.13
0.87,0.0,0.0,0.13
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.8775,0.0,0.0,0.1225
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.8725,0.0,0.0,0.1275
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.8725,0.0,0.0,0.1275
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.8725,0.0,0.0,0.1275
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.875,0.0,0.0,0.125
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.88,0.0,0.0,0.12
0.8775,0.0,0.0,0.1225
0.8775,0.0,0.0,0.1225
0.88,0.0,0.0,0.12
0.88,0.0,0.0,0.12
0.8825,0.0,0.0,0.1175
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8825,0.0,0.0,0.1175
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8925,0.0,0.0,0.1075
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.8925,0.0,0.0,0.1075
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.89,0.0,0.0,0.11
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.885,0.0,0.0,0.115
0.8825,0.0,0.0,0.1175
0.8825,0.0,0.0,0.1175
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.885,0.0,0.0,0.115
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
0.8875,0.0,0.0,0.1125
